State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,Male SC,Female SC,ST,Male ST,Female ST,Workers,Male workers,Female workers,Main workers,Marginal workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Lpg cylindar,Electricty,Internet,Computer,Rural Households,Urbal Households,Households,Below Primary Education,Primary Education,Middle Education,Secondary Education,Higher Education,Graduates,Literates,Illiterates,Total Educated,Age 0 to 30,Age 30 to 50,Age above 50,Cars,Radios,Motorcycles,Mobiles,All Gadgets,Television,Landlines,Both Phone and Landline,Latrine facilities,Owned,Rented,Fuel,No Latrine Facilities,wells,Handpump Tubewell Borewell,Spring water,Canal,Other Sources of Water,Drinking Water Near Household,Drinking Water Within Household,Watertank Pond Lakes,Tapwater,DrinkingWater Source Far From Home,1 couple,2 couple,3 couple,3 or more couple,1 member,2 members,1-2 members,3 members,3-5 members,4 members,5 members,6-8 members,9 members,Total_minority,Male Minority,Female Minority,Secondary - Higher
Assam,Dhemaji,27.586533438485816,94.71336908517353,308,686133,351249,334884,423028,237761,185267,44225,23006,21219,325560,165449,160111,316800,186577,130223,201364,115436,655052,13475,8711,297,911,167,6315,16547,28195,1192,10410,211758,16504,228262,79107,138838,136371,80804,55399,28006,521393,194984,716377,434221,169630,82051,3504,41278,12293,53184,1764,25776,57166,1624,57995,122182,5984,78,68137,9430,102172,409,7501,2753,38063,71165,3574,2965,20331,93934,20387,3840,4715,2272,6031,8303,14583,69390,27022,27785,41922,9944,369785,188455,181330,25405
Assam,Dibrugarh,27.30612284482757,95.0998282327587,310,1326335,676434,649901,884531,491361,393170,58876,30517,28359,102871,51835,51036,560557,368013,192544,391597,168960,1198401,64526,52968,2261,4673,1055,46,76292,136685,8817,34479,299852,77163,377015,143189,243607,301287,139813,89500,59380,983760,340744,1324504,767147,371864,186774,21112,70499,44664,122011,14742,121737,139869,9849,214721,195303,38157,137,52488,8469,227877,264,1931,2950,69884,184468,665,29708,18589,196644,36264,6273,7610,7689,20405,28094,40321,161208,65072,55815,70958,12681,161747,82352,79395,50313
Assam,Goalpara,26.017277777777807,90.59869891598912,302,1008183,513292,494891,563577,304302,259275,45094,22999,22095,231570,116013,115557,362573,267118,95455,266376,96197,347878,579929,77862,771,194,477,103,21455,78641,1364,13524,228610,39504,268114,124700,213510,183904,73683,39885,18294,657440,375071,1032511,650509,239831,117427,4112,42290,15292,87967,2183,42628,93630,2916,129311,190189,4793,970,65521,53175,126514,2042,3609,6063,44095,115683,138,4201,37767,149008,22705,3711,4475,5075,13846,18921,28639,108374,42030,37705,56821,13429,276664,139012,137652,33798
Assam,Golaghat,26.377219709794485,93.82583397823468,313,1066888,543161,523727,721764,396475,325289,62298,31807,30491,111765,56420,55345,479928,309104,170824,331210,148718,917426,90312,50582,1131,3863,530,1347,40889,82345,3073,17636,292893,34190,327083,117393,223902,261192,111145,66197,36887,820800,258897,1079697,629153,289085,148244,9295,59992,27300,93847,5146,70930,103909,4938,153723,193055,12450,70,67704,12162,165581,485,3442,1468,64252,103715,8486,31806,56886,166711,26763,4233,5039,6011,16114,22125,36345,137370,55653,45372,55869,9489,174063,88227,85836,44948
Assam,Hailakandi,24.457496089385486,92.59154664804475,318,659296,337890,321406,407366,226836,180530,70659,36369,34290,691,354,337,214240,170792,43448,165193,49047,251194,397653,8480,84,490,247,636,11035,44143,1211,10615,159215,16202,175417,88596,177984,139029,50056,28504,11608,500042,173306,673348,419921,156243,82841,2583,17228,5589,49610,880,19998,55345,2479,119292,134032,4264,279,20930,24726,9661,9712,15503,2199,75014,15369,55524,24859,53184,105304,7814,867,1050,8648,16921,25569,22356,73531,26771,24404,38038,6429,71350,36723,34627,21552
Assam,Jorhat,26.76244824016563,94.30197722567289,312,1092256,556805,535451,794929,432335,362594,88665,45194,43471,139971,70795,69176,498618,320746,177872,338635,159983,1008219,54684,21051,1540,2378,719,578,71639,122063,5651,26357,286330,80824,367154,99454,201680,295444,128050,97025,62608,892694,209170,1101864,604908,315550,171062,16081,53465,44159,114237,11198,92598,128081,6457,155435,196137,21137,115,73819,15163,107878,325,6943,1185,81844,104722,34072,65585,46552,169163,29535,5070,6060,7211,18085,25296,38630,144578,59963,45985,53066,10178,228636,115989,112647,31025
Assam,Kamrup,26.170939452054807,91.58863273972592,321,1517542,778461,739081,995319,550219,445100,107827,55237,52590,182038,92094,89944,628954,428492,200462,421244,207710,877495,601784,33297,319,185,1330,55,70272,122191,3109,23468,390596,43849,434445,163849,290097,353861,154831,118849,55011,1142942,392678,1535620,895775,408232,212740,10052,113039,34461,152132,4861,90941,164899,4553,180800,295002,7808,1535,118859,36031,242635,4528,2846,4254,61695,197830,412,11130,45817,220941,39125,7179,8897,6457,17754,24211,40617,184261,75358,68286,79952,16918,289865,147331,142534,35982
Assam,Karbi Anglong,26.08966454598031,93.11536570271832,314,956313,490167,466146,557214,314253,242961,44961,23436,21525,538738,272460,266278,383441,246193,137248,260482,122959,766000,20290,157789,370,6260,397,3568,18763,53918,1923,11340,215691,37185,252876,109324,212224,199289,93137,40602,18225,676227,310093,986320,618633,233739,103123,3934,49689,13699,69985,2124,56689,78269,3885,96932,155192,16484,77,75823,66089,55973,15916,11180,3570,59185,62343,3965,12163,55463,128097,22284,3645,4457,4739,10667,15406,21086,87093,32646,33361,59266,15226,583699,295896,287803,52535
Assam,Karimganj,24.69660712250711,92.3679498575498,317,1228686,625864,602822,795297,435942,359355,157890,81384,76506,1940,994,946,399171,319798,79373,293392,105779,521962,692489,11990,114,446,524,110,28261,70951,1933,24699,261945,32695,294640,198059,333885,257931,76685,39637,21408,935508,303785,1239293,779850,284368,163990,3757,24956,7289,94620,1529,38570,105749,6343,210254,230546,10212,177,30512,54614,38965,4523,23667,3956,120544,44183,84284,31884,82520,183724,17384,2812,3552,12064,25453,37517,35171,119294,43298,40825,72351,18085,159830,82378,77452,37048
Assam,Kokrajhar,26.497246635730868,90.13997470997688,300,887142,452905,434237,489305,275220,214085,29570,15386,14184,278665,139579,139086,341131,236322,104809,253110,88021,529068,252271,101091,93,1718,396,123,15089,41373,1218,14063,204896,17115,222011,116899,166013,154715,78788,39571,17287,576006,340601,916607,552671,224715,108956,2996,17083,12191,70925,2167,32320,75903,2227,52532,171597,4205,782,122721,63325,96490,1406,3748,6998,42957,103512,379,5098,33602,135308,20774,3022,3688,4612,13066,17678,26736,102861,40099,36026,50540,8992,308235,154965,153270,39217
Assam,Lakhimpur,27.14128805970149,94.0775949253732,307,1042137,529674,512463,683486,375552,307934,81840,41689,40151,249426,126716,122710,429995,282250,147745,283533,146462,797130,193476,46217,412,1074,250,2410,32104,60296,1948,15011,293239,34694,327933,126950,212080,217497,107326,82885,44212,795681,275677,1071358,639385,268872,133615,6904,57507,25699,86234,3851,45689,92394,3089,117971,183814,12407,62,82105,74157,100592,506,8173,2082,51962,115599,3820,10937,35711,149287,28914,5293,6388,4451,11429,15880,26384,113696,46006,41306,59383,14313,331266,168405,162861,24441
Assam,Nagaon,26.26462170626351,92.9306191144708,305,2823768,1439112,1384656,1710716,921850,788866,266350,136473,129877,115153,57759,57394,979998,766728,213270,734993,245005,1225246,1563203,26844,3036,1073,1162,61,89206,195631,5121,45956,674999,124186,799185,392616,638088,576214,199792,115864,66994,1999919,873197,2873116,1778277,678034,366112,13979,90067,47693,246649,8180,127523,271238,13973,422431,509358,32751,1134,130846,58447,436923,2584,8543,11839,111783,362290,4760,33210,86784,425164,57931,10355,12945,14457,43763,58220,81779,302531,116769,103983,160725,39381,381503,194232,187271,83928
Assam,Nalbari,26.46323767605632,91.40598521126763,323,771639,396006,375633,531771,293184,238587,60216,30654,29562,23364,11692,11672,267623,210202,57421,196773,70850,491582,277488,429,62,27,1004,9,37849,68313,1631,12360,210706,28238,238944,75866,141690,192771,81507,71734,39368,606629,188960,795589,442061,211320,117809,4785,60699,18810,80390,2667,45938,86710,2571,103600,149314,4519,282,48936,2272,144604,7,1134,1939,29026,109448,224,4373,16878,113423,19380,4112,5168,3526,8612,12138,19755,91709,37258,34696,42345,9160,83580,42346,41234,9773
Assam,Sonitpur,26.73514926829268,92.85197804878044,306,1924110,983904,940206,1108572,620525,488047,109130,55817,53313,232207,117685,114522,770606,537195,233411,558325,212281,1422824,350536,138166,1363,5088,1003,221,70047,133368,4358,31254,483325,64528,547853,216097,416218,377653,141373,90385,49901,1298039,627141,1925180,1159991,501239,261648,11760,76121,39796,147652,7942,106909,163277,8760,228882,323644,22030,202,151100,186802,135176,2739,15114,5298,104501,207718,1749,33448,74680,284779,47266,7273,8779,10246,27709,37955,57488,219954,86521,75945,108021,20969,341337,173502,167835,50988
Assam,Tinsukia,27.53549291139241,95.69055949367085,309,1327929,680231,647698,798322,453449,344873,37688,19443,18245,82066,41769,40297,557196,366623,190573,410188,147008,1181347,48373,76877,1999,16228,837,395,70471,161718,5135,27948,290704,90910,381614,150893,266717,276292,109805,61040,38152,910252,417081,1327333,799874,352158,175377,13323,47780,31363,111267,8908,111738,124737,8234,217556,179202,37251,178,45578,12270,222501,728,2163,2548,69408,177588,1025,25386,21387,189279,35088,6248,7686,9188,20339,29527,36547,147468,57086,53835,76134,15254,119754,61212,58542,48765
Bihar,Araria,26.211528119180603,87.30766554934816,209,2811569,1463333,1348236,1195768,727643,468125,382654,198247,184407,38848,19887,18961,1069893,708391,361502,696410,373483,1593525,1207442,4116,371,187,1910,63,17004,43290,2561,29796,659061,44213,703274,625357,426625,206161,112955,68177,39627,1485840,1653766,3139606,1872943,612012,324091,5041,125606,31983,225586,1645,40387,240730,6631,52549,550065,6185,3621,505071,718,543136,34,611,7171,213049,317350,511,8056,31056,459413,47807,6416,7782,12500,67876,80376,73656,277849,97412,106781,175194,28036,421502,218134,203368,44778
Bihar,Aurangabad,24.77429186746988,84.45986024096379,235,2540073,1318684,1221389,1466002,868733,597269,612064,316161,295903,1033,500,533,837770,599157,238613,480286,357484,2291133,237353,2218,295,334,775,19,24106,44456,2362,31168,428291,49006,477297,559512,482199,302662,253142,136783,91371,1833998,784131,2618129,1626969,564571,340948,7145,102946,32335,221469,2292,45871,235248,5268,84329,377134,6754,4141,298422,12987,349524,170,221,5513,101279,247664,422,13998,38179,221195,88642,32349,49556,6645,23974,30619,27722,137515,47730,62063,143408,75580,613097,316661,296436,116359
Bihar,Aurangabad,24.77429186746988,84.45986024096379,235,2540073,1318684,1221389,1466002,868733,597269,612064,316161,295903,1033,500,533,837770,599157,238613,480286,357484,2291133,237353,2218,295,334,775,19,24106,44456,2362,31168,428291,49006,477297,559512,482199,302662,253142,136783,91371,1833998,784131,2618129,1626969,564571,340948,7145,102946,32335,221469,2292,45871,235248,5268,84329,377134,6754,4141,298422,12987,349524,170,221,5513,101279,247664,422,13998,38179,221195,88642,32349,49556,22399,63485,85884,88118,415993,174101,153774,186833,47877,613097,316661,296436,116359
Bihar,Aurangabad,24.77429186746988,84.45986024096379,515,3701282,1924469,1776813,2503837,1430936,1072901,539368,277228,262140,143366,73876,69490,1575079,1015864,559215,1446636,128443,2545438,786677,15991,5142,309093,30981,1005,246324,589477,23258,69937,551789,427343,979132,381695,686271,422964,537936,310762,253253,2611982,819734,3431716,2211996,909771,571932,33322,94872,230188,454647,43514,403594,526483,37266,360410,580691,138210,627,363645,136042,106395,1197,1840,16193,198011,422166,3542,459847,116410,515923,114583,28816,35684,6645,23974,30619,27722,137515,47730,62063,143408,75580,682734,351104,331630,227174
Bihar,Aurangabad,24.77429186746988,84.45986024096379,515,3701282,1924469,1776813,2503837,1430936,1072901,539368,277228,262140,143366,73876,69490,1575079,1015864,559215,1446636,128443,2545438,786677,15991,5142,309093,30981,1005,246324,589477,23258,69937,551789,427343,979132,381695,686271,422964,537936,310762,253253,2611982,819734,3431716,2211996,909771,571932,33322,94872,230188,454647,43514,403594,526483,37266,360410,580691,138210,627,363645,136042,106395,1197,1840,16193,198011,422166,3542,459847,116410,515923,114583,28816,35684,22399,63485,85884,88118,415993,174101,153774,186833,47877,682734,351104,331630,227174
Bihar,Banka,24.832355642023337,86.8664916342413,225,2034763,1067140,967623,965321,590961,374360,247858,129663,118195,90432,45901,44531,771080,517817,253263,374097,396983,1772655,250925,6138,139,113,94,1035,15459,62359,1704,22300,425604,18492,444096,408188,386707,196305,120653,63103,35767,1214645,879831,2094476,1291235,462080,278863,3258,78757,24398,170898,1339,32859,181116,3983,46555,372571,3728,9460,330510,94533,253728,329,5796,5121,161124,108991,466,15071,109898,272892,63056,14195,18917,6776,32221,38997,41314,181580,65753,74513,128170,31266,338290,175564,162726,57550
Bihar,Begusarai,25.54302613168723,86.12560144032932,222,2970541,1567660,1402881,1548673,918507,630166,432270,227481,204789,1597,848,749,938182,715345,222837,591811,346371,2554330,407348,2209,402,229,276,57,49493,120373,4644,43127,594377,139248,733625,577601,484502,291877,207136,144783,101836,1822334,1242551,3064885,1951688,644874,369996,9821,106532,41377,309910,4767,76761,334335,10447,186662,577162,10968,5170,399392,14845,547417,135,211,8661,219003,313654,658,21384,63453,473100,59643,12420,16403,13797,71413,85210,73578,286725,101080,112067,184650,39525,433867,228329,205538,62353
Bihar,Bhagalpur,25.27719288537548,87.04213814229242,224,3037766,1615663,1422103,1573066,937669,635397,318569,169667,148902,67180,35545,31635,983528,740056,243472,534129,449399,2487866,537098,3556,415,180,1050,32,63241,174534,6764,46929,522527,130634,653161,614644,524322,300767,247079,154643,118843,1976417,1139715,3116132,1952879,674660,397654,8644,131976,47618,284153,8210,117040,308044,10349,189954,540365,13460,8046,362961,58207,437176,208,1431,14245,209060,250177,883,45919,104069,430436,71666,14964,19816,9815,49203,59018,63325,264904,96431,105148,191216,48168,385749,205212,180537,92436
Bihar,Bhojpur,25.50666439393939,84.49407803030304,231,2728407,1430380,1298027,1599151,973486,625665,425402,222716,202686,13977,7363,6614,822493,640283,182210,512009,310484,2518216,197819,2165,544,647,1472,48,45763,62153,3661,34658,434559,77368,511927,581580,605307,367059,313509,163303,131137,2172525,1005140,3177665,1722387,613072,387389,7391,119372,43689,246774,4227,87879,268330,9622,112983,401256,9625,6058,296961,4543,387248,81,268,4615,78650,312557,464,15589,24348,228026,94321,36903,58276,8370,25259,33629,29472,142899,49809,63618,150381,88646,439379,230079,209300,150206
Bihar,Buxar,25.48593018867924,84.08808081760995,232,1706352,887977,818375,989807,593544,396263,251737,131821,119916,26824,14102,12722,538322,402180,136142,328547,209775,1591454,105423,2125,248,5090,97,57,27362,46760,1784,19324,299252,35405,334657,331675,420187,256124,178044,89306,64117,1344677,457814,1802491,1074754,375372,253998,5341,78643,26325,162604,2034,48405,174119,4408,64826,254972,4718,2628,194429,4471,240965,94,212,3395,54463,188476,301,10728,19459,144919,59439,23401,37653,4625,15443,20068,18203,88936,30535,40198,96849,56545,278561,145923,132638,88738
Bihar,Darbhanga,26.146187719298258,85.97387352472099,215,3937385,2059949,1877436,1816634,1125566,691068,615688,322327,293361,2772,1361,1411,1223640,947927,275713,731347,492293,3042729,881476,3534,832,245,236,101,59510,127442,6280,53205,907174,95539,1002713,672797,490534,332382,224622,152540,129597,2028545,2203198,4231743,2535344,865971,529314,10325,199508,52586,407567,5197,80085,440719,15973,202524,785953,10615,16793,592201,868,771056,111,860,8972,332426,345511,1245,19499,127849,634400,81916,13027,16149,18736,97067,115803,102760,396000,141310,151930,249637,44346,618460,323688,294772,72082
Bihar,Gaya,24.7266541547278,84.94291217765044,236,4391418,2266566,2124852,2297613,1368803,928810,1334351,683943,650408,3098,1635,1463,1664062,1076170,587892,1007057,657005,3876395,488121,3943,913,870,1723,108,57738,112617,6856,57011,696289,111282,807571,902272,757690,447480,342254,191824,131163,2784730,1953368,4738098,2810026,936630,537333,11827,161992,59202,356281,7865,107970,383973,10951,167232,665673,18754,12165,516431,57516,577098,573,1505,8979,246837,312298,1279,37002,131370,396876,161407,57349,87698,10388,43065,53453,51094,252000,86740,114166,262055,122997,1337449,685578,651871,150430
Bihar,Gopalganj,26.44874364161851,84.34636127167629,217,2562012,1267666,1294346,1382998,793905,589093,320064,159265,160799,60807,29833,30974,728201,539586,188615,363111,365090,2119262,436057,2463,271,167,133,28,31193,69375,3707,33596,515925,38133,554058,540603,470828,291624,223776,123249,79109,1736879,977719,2714598,1642807,546202,370662,9508,154764,51902,296491,3571,61380,316314,6263,84425,412706,5453,992,333174,950,399026,70,229,2591,143078,255329,417,16485,23320,248009,89316,32551,48075,7841,23345,31186,29960,145088,49267,65861,157982,87471,380871,189098,191773,100527
Bihar,Jamui,24.78418380462726,86.26316298200514,238,1760405,916064,844341,858588,534385,324203,302649,155849,146800,78793,40185,38608,727571,452288,275283,445352,282219,1525746,217621,8443,162,159,87,3438,12984,32633,1839,22414,325909,30851,356760,420472,317612,153973,104211,56137,29633,1085477,765297,1850774,1135919,392052,227016,4842,51172,18411,147950,1341,27056,159792,3712,45733,300265,5351,3448,260059,117154,162989,844,5009,3450,153708,66941,866,12828,87642,203766,54928,17180,24953,5498,25310,30808,30414,132724,47218,55092,102930,41829,381442,196034,185408,48074
Bihar,Jehanabad,25.155679045643165,84.9208124481328,239,1125313,585582,539731,618881,374412,244469,222974,115034,107940,1285,667,618,365378,266423,98955,251690,113688,1045117,75742,691,148,248,60,58,15507,27641,1106,11302,186660,28132,214792,211761,165906,117558,112966,68748,45519,725997,495877,1221874,714244,254582,155106,2522,49416,13682,94340,1251,32086,100130,2527,50439,176076,4205,4098,129431,5236,165527,56,54,2880,60659,99381,159,6054,21606,108063,39854,14343,21132,3148,11836,14984,14459,69576,24518,30599,65873,31213,224259,115701,108558,44218
Bihar,Katihar,25.56565356037151,87.70466083591326,212,3071029,1600430,1470599,1280190,762256,517934,263100,136429,126671,179971,92190,87781,1013566,760522,253044,667602,345964,1684589,1365645,8659,2754,212,507,2141,32570,60900,2941,27263,668232,69838,738070,472616,444260,237243,133811,88498,57114,1445438,1705551,3150989,2054202,660403,353483,5118,132058,35004,223358,2847,60110,239686,8052,108018,595596,11309,5354,501555,3749,580446,61,916,15849,239547,314391,480,13810,63125,505400,43516,6587,8148,20222,71206,91428,83087,297110,105287,108736,190893,37632,443071,228619,214452,45313
Bihar,Khagaria,25.53558891454964,86.56593256351037,223,1666886,883786,783100,768028,461153,306875,247161,130191,116970,675,352,323,560805,398216,162589,306283,254522,1486989,175588,1253,143,79,86,115,15401,40641,1580,21654,373696,21007,394703,350601,233494,130004,100555,65931,38697,925251,903323,1828574,1114645,355531,195796,3120,56603,14047,149998,1113,31220,159866,4837,78061,321312,3292,1213,245535,1604,311073,50,183,3392,148230,142226,299,9814,37245,269846,29736,4781,6121,5547,39429,44976,40886,154724,53562,60276,109253,18748,247836,130543,117293,34624
Bihar,Kishanganj,26.32433675832129,87.95045007235886,210,1690400,866970,823430,745056,439921,305135,113118,57964,55154,64224,32506,31718,529064,421192,107872,384416,144648,531236,1149095,5783,398,183,1476,28,11715,58718,1093,14073,401793,43357,445150,356401,235779,89025,42778,25989,15386,769119,945397,1714516,1139615,361114,188447,2436,51858,19539,122353,1022,28736,130592,4035,34858,326865,4776,8431,297250,7220,315573,17,527,7046,159662,142448,323,4264,33601,276414,16858,2134,2594,12920,37799,50719,44945,153832,53447,55440,108403,22757,177342,90470,86872,16789
Bihar,Lakhisarai,25.183449321266963,86.12825701357468,227,1000912,526345,474567,507270,305182,202088,153209,80069,73140,8333,4247,4086,326576,240494,86082,201866,124710,956396,40886,487,140,52,78,52,12938,44491,1186,8862,175882,31763,207645,172076,149312,111684,85807,48001,27261,597955,450967,1048922,650642,218840,130655,2415,28996,9577,90531,747,31048,95917,2517,52316,158930,3444,965,109840,21038,127198,184,425,3221,58733,75362,332,9477,30335,101792,30165,9874,14340,2515,10049,12564,12890,64137,22380,28867,62457,25272,161542,84316,77226,37806
Bihar,Madhepura,25.77341929460581,86.8978443983403,213,2001762,1047559,954203,834577,517666,316911,346275,179337,166938,12532,6442,6090,777546,496046,281500,443507,334039,1753829,241760,1342,170,60,133,81,12302,23236,1397,23309,486278,24000,510278,340813,189431,114474,99437,79891,44955,875510,1202278,2077788,1311771,444235,242382,4560,74766,21254,171436,1231,23209,182773,5387,52388,394241,3072,3444,345092,1604,384905,70,148,6436,153322,218811,283,6388,28868,324221,42330,6610,8126,6090,46102,52192,52354,203093,72963,77776,126649,19067,358807,185779,173028,19546
Bihar,Madhubani,26.41380538172716,86.16328360450552,207,4487379,2329313,2158066,2155338,1340085,815253,587158,303389,283769,3990,2056,1934,1636938,1105947,530991,1074091,562847,3652168,818912,3262,564,328,442,169,47090,113281,5319,65548,1047552,41234,1088786,783888,771417,520875,303114,170563,137780,2698989,2003079,4702068,2860455,1009424,611899,11636,300530,59254,452569,4200,73851,486531,14946,166993,884913,8410,18924,725870,2224,859607,349,546,11240,412398,346397,1258,19775,142744,681994,116811,22106,28218,20753,102414,123167,108433,441220,157322,175465,278421,58731,591148,305445,285703,132551
Bihar,Munger,25.198537962962963,86.54173672839504,226,1367765,729041,638724,801817,473741,328076,183846,97195,86651,21404,10995,10409,426658,327453,99205,233402,193256,1252319,110416,1815,338,95,145,61,49141,90461,2653,17946,222281,85782,308063,226699,158699,146414,147152,101907,64469,849734,498676,1348410,860147,316713,188319,3755,56958,24259,138260,2838,69973,149671,4853,102385,248457,11182,1855,158542,48900,184033,118,862,4871,93833,126411,419,20237,43505,199555,33704,6965,9066,4944,23445,28389,30778,130791,47936,52077,85773,18796,205250,108190,97060,45245
Bihar,Muzaffarpur,26.18664417177915,85.32745092024543,216,4801062,2527497,2273565,2509232,1487117,1022115,751975,393135,358840,5979,3124,2855,1547586,1195308,352278,910304,637282,4032773,745546,5149,933,288,382,98,87796,180651,10290,73012,998694,120700,1119394,1092952,743623,419433,299475,194920,138916,2903794,1924438,4828232,3016735,1079189,697108,23333,259307,94249,499073,11643,172027,547479,18286,256532,911967,22474,9922,679781,6804,874936,209,570,11837,414460,446177,1455,44121,87226,702089,126765,24479,32056,22443,104046,126489,114417,459200,164807,179976,297357,64817,757954,396259,361695,104555
Bihar,Nalanda,25.229345508982053,85.48053113772461,229,2877653,1497060,1380593,1519933,919558,600375,607672,315240,292432,1442,728,714,1045420,703405,342015,740949,304471,2669775,198033,1978,393,414,561,64,43761,101378,4156,43848,514141,102522,616663,581978,486266,320839,274556,177358,133032,1985188,1324385,3309573,1829128,642197,403129,7955,81505,29239,250849,3720,87070,273472,9650,149675,464186,17540,7136,330701,38426,390009,325,303,10732,164405,223694,892,38617,99223,297609,99650,32597,46830,9824,33798,43622,39387,191481,68723,83371,175870,76349,609114,315968,293146,97198
Bihar,Nawada,24.825708836206903,85.61594568965519,237,2219146,1144668,1074478,1091012,659474,431538,565112,290050,275062,2045,997,1048,817041,539439,277602,508509,308532,1964620,244394,1299,250,176,279,80,20522,31162,1841,28411,379551,45323,424874,601011,368649,195072,161127,95943,64585,1489517,1091439,2580956,1440781,485628,288805,3991,57986,15948,172239,1322,34020,182748,4704,77297,336216,7706,5829,265929,23777,299668,238,889,7409,131390,149765,566,10224,65594,194211,80648,31140,48312,5117,19722,24839,23197,117974,40493,54284,132750,71186,567157,291047,276110,65184
